material;season;brand;style;name;characteristics;composition;gender;department;category;type;site;noimages;comment;status
24A553503-MDB;253;billabong;24A553503;Bad Dog - Strapback Cap for Men;"Medium profile 6-panel unstructured strapback
Flat brim
Self-fabric strap with slim metal tri-glide buckle
Arch flag label
Embroidered artwork
Brushed cotton canvas with vintage wash
Contrast stitching";100% Cotton;Men;Accessories;Headwear;Cap;NEW;false;;
24A553504-SSB;253;billabong;24A553504;Ty Williams - Trucker Cap for Men;"Part of the Ty William Billabong Gallery collection
Medium profile 5-panel unstructured trucker
Demi curve bill
Plastic strap closure
Corduroy fabric on crown and visor
Woven patch featuring Ty William art";100% Cotton;Men;Accessories;Headwear;Cap;NEW;false;;
24D553574-BLK;253;billabong;24D553574;Bracket - Cap for Men;"Part of the Spec73 capsule
6 panels
Embroidery on the front and piping details.";[Main Fabric] 100% Cotton;Men;Accessories;Headwear;Cap;NEW;false;;
ABYHA00136-AGR;253;billabong;ABYHA00136;Surftrek - 6-Panel Snapback Hat With Silicon Patch On Centre Front Crown for Men;"Curved brim
Surftrek fabric
Billabong apparel branding.";[Main Fabric] 35% Cotton, 30% Nylon, 25% Recycled Cotton, 10% Elastane;Men;Accessories;Headwear;Cap;NEW;false;;
ABYHA00136-BLK;253;billabong;ABYHA00136;Surftrek - 6-Panel Snapback Hat With Silicon Patch On Centre Front Crown for Men;"Curved brim
Surftrek fabric
Billabong apparel branding.";[Main Fabric] 35% Cotton, 30% Nylon, 25% Recycled Cotton, 10% Elastane;Men;Accessories;Headwear;Cap;C/O;false;;
ABYHA00461-BBL;253;billabong;ABYHA00461;Arch Team - Medium Profile 5-Panel Unstructured Hat With A Snapback for Men;"Direct embroidery on centre front crown
Plastic snap closure with flag label on back
EVA foam flat brim
Printed ripstop with moisture-wicking sweatband.";100% Cotton;Men;Accessories;Headwear;Cap;NEW;false;;
ABYHA00461-BLK;253;billabong;ABYHA00461;Arch Team - Medium Profile 5-Panel Unstructured Hat With A Snapback for Men;"Direct embroidery on centre front crown
Plastic snap closure with flag label on back
EVA foam flat brim
Printed ripstop with moisture-wicking sweatband.";100% Cotton;Men;Accessories;Headwear;Cap;NEW;false;;
ABYHA00461-DRO;253;billabong;ABYHA00461;Arch Team - Medium Profile 5-Panel Unstructured Hat With A Snapback for Men;"Direct embroidery on centre front crown
Plastic snap closure with flag label on back
EVA foam flat brim
Printed ripstop with moisture-wicking sweatband.";100% Cotton;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00128-BLK;253;billabong;EBYHA00128;Arch - Snapback Cap for Men;"__Fabric:__ Cotton polyester blend fabric
__Construction:__ 6-panel construction
__Visor:__ Curved bill
__Closure:__Strapback closure
__Branding:__ Billabong front panel embroidery 
Back side woven flag label";80% Polyester, 20% Cotton;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00128-CRC;253;billabong;EBYHA00128;Arch - Snapback Cap for Men;"__Fabric:__ Cotton polyester blend fabric
__Construction:__ 6-panel construction
__Visor:__ Curved bill
__Closure:__Strapback closure
__Branding:__ Billabong front panel embroidery 
Back side woven flag label";80% Polyester, 20% Cotton;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00128-GRH;253;billabong;EBYHA00128;Arch - Snapback Cap for Men;"__Fabric:__ Cotton polyester blend fabric
__Construction:__ 6-panel construction
__Visor:__ Curved bill
__Closure:__Strapback closure
__Branding:__ Billabong front panel embroidery 
Back side woven flag label";80% Polyester, 20% Cotton;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00128-GRV;253;billabong;EBYHA00128;Arch - Snapback Cap for Men;"__Fabric:__ Cotton polyester blend fabric
__Construction:__ 6-panel construction
__Visor:__ Curved bill
__Closure:__Strapback closure
__Branding:__ Billabong front panel embroidery 
Back side woven flag label";80% Polyester, 20% Cotton;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00128-MIL;253;billabong;EBYHA00128;Arch - Snapback Cap for Men;"__Fabric:__ Cotton polyester blend fabric
__Construction:__ 6-panel construction
__Visor:__ Curved bill
__Closure:__Strapback closure
__Branding:__ Billabong front panel embroidery 
Back side woven flag label";80% Polyester, 20% Cotton;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00128-NVY;253;billabong;EBYHA00128;Arch - Snapback Cap for Men;"__Fabric:__ Cotton polyester blend fabric
__Construction:__ 6-panel construction
__Visor:__ Curved bill
__Closure:__Strapback closure
__Branding:__ Billabong front panel embroidery 
Back side woven flag label";80% Polyester, 20% Cotton;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00134-BLK;253;billabong;EBYHA00134;All Day - Flexfit Cap for Men;"__Fabric:__ Cotton elastane blend fabric
__Fit:__ Flexfit
__Construction:__ 6 panel stretch fit construction
__Visor:__ Curved bill
__Branding:__ Embroidery on front
";[Main Fabric] 98% Cotton, 2% Elastane;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00134-GRH;253;billabong;EBYHA00134;All Day - Flexfit Cap for Men;"__Fabric:__ Cotton elastane blend fabric
__Fit:__ Flexfit
__Construction:__ 6 panel stretch fit construction
__Visor:__ Curved bill
__Branding:__ Embroidery on front
";[Main Fabric] 98% Cotton, 2% Elastane;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00139-BU9;253;billabong;EBYHA00139;Stacked - Snapback Cap for Men;"__Fabric:__ Cotton twill with faux suede brim for black and military colours
__Details:__ Woven flag label on back
Demi curve brim";[Main Fabric] 60% Polyester, 40% Wool;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00139-CHR;253;billabong;EBYHA00139;Stacked - Snapback Cap for Men;"__Fabric:__ Cotton twill with faux suede brim for black and military colours
__Details:__ Woven flag label on back
Demi curve brim";[Main Fabric] 60% Polyester, 40% Wool;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00139-CSR0;253;billabong;EBYHA00139;Stacked - Snapback Cap for Men;"__Fabric:__ Cotton twill with faux suede brim for black and military colours
__Details:__ Woven flag label on back
Demi curve brim";[Main Fabric] 60% Polyester, 40% Wool;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00139-GRV;253;billabong;EBYHA00139;Stacked - Snapback Cap for Men;"__Fabric:__ Cotton twill with faux suede brim for black and military colours
__Details:__ Woven flag label on back
Demi curve brim";[Main Fabric] 60% Polyester, 40% Wool;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00149-BLK;253;billabong;EBYHA00149;A/Div Range - Trucker Cap for Men;"__Fabric:__ Recycled poly canvas
__Details:__ Woven label with merrowed edge for black and alloy
Direct embroidery for dusty red
Flag label on back
Curved brim";[Main Fabric] 100% Polyester;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00149-GRV;253;billabong;EBYHA00149;A/Div Range - Trucker Cap for Men;"__Fabric:__ Recycled poly canvas
__Details:__ Woven label with merrowed edge for black and alloy
Direct embroidery for dusty red
Flag label on back
Curved brim";[Main Fabric] 100% Polyester;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00149-GTP0;253;billabong;EBYHA00149;A/Div Range - Trucker Cap for Men;"__Fabric:__ Recycled poly canvas
__Details:__ Woven label with merrowed edge for black and alloy
Direct embroidery for dusty red
Flag label on back
Curved brim";[Main Fabric] 100% Polyester;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00150-WAA;253;billabong;EBYHA00150;Mogul - Snapback Cap for Men;"__Fabric:__ Printed polyester
__Details:__ Woven label on centre front crown
Soft brim";[Main Fabric] 100% Cotton;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00151-BLK;253;billabong;EBYHA00151;Origin - Snapback Cap for Men;"__Fabric:__ Cotton canvas
__Details:__ Embroidered logo on front
6-panel cap construction
Flat peak
Plastic snap closure";[Main Fabric] 100% Cotton;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00151-GRV;253;billabong;EBYHA00151;Origin - Snapback Cap for Men;"__Fabric:__ Cotton canvas
__Details:__ Embroidered logo on front
6-panel cap construction
Flat peak
Plastic snap closure";[Main Fabric] 100% Cotton;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00152-BLK;253;billabong;EBYHA00152;A/Div - Strapback Cap for Men;"__Fabric:__ Recycled polyester
__Details:__ Demi curve brim
Direct embroidery on centre front crown";[Main Fabric] 100% Recycled Polyester;Men;Accessories;Headwear;Cap;NEW;false;;
EBYHA00152-CRC0;253;billabong;EBYHA00152;A/Div - Strapback Cap for Men;"__Fabric:__ Recycled polyester
__Details:__ Demi curve brim
Direct embroidery on centre front crown";[Main Fabric] 100% Recycled Polyester;Men;Accessories;Headwear;Cap;NEW;false;;
W5CT01BIP1-0019;253;billabong;W5CT01BIP1;Podium - Trucker Cap for Men;"High-density screen print on centre front crown
Curved brim
__Fabric:__ Foam-backed polyester front
Polyester mesh side and back panels";100% Polyester;Men;Accessories;Headwear;Cap;C/O;false;;
EBYHA00147-BLK;253;billabong;EBYHA00147;Boonie - Boonie Hat for Men;"__Fabric:__ Cotton twill
__Details:__ Flag label on wearer’s left side
Taping details around crown
58cm circumference";[Main Fabric] 100% Cotton;Men;Accessories;Headwear;Hat;NEW;false;;
24A313571-BLK;253;billabong;24A313571;Otis Arch Pop - Sweatshirt for Men;"__Fabric:__ 350 g/m2 cotton-poly fleece
Screen print front and back";[Main Fabric] 80% Cotton, 20% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A313572-LGH;253;billabong;24A313572;Otis King Prawn - Sweatshirt for Men;"Regular fit
Mock neck styling
__Fabric:__ 420 g/m2 cotton-poly heavy fleece
Centre front embroidery
Light grey heather colour with Otis trim package";[Main Fabric] 80% Cotton, 20% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A313573-001;253;billabong;24A313573;Otis Canvas - Full Zip Mock Neck Vest for Men;"Five-panel recycled polyester
Left chest pocket
Two welt hand pockets
Inside hidden pocket
Elastic bungee closure at waistband
Patch artwork from Otis Carey on left chest
Contrast zip pulls
Otis Carey trim package";[Main Fabric] 100% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A411507-ALY;253;billabong;24A411507;Boundary - Half Zip Mock Neck Fleece for Men;"__Fabric:__ 300 g/m2 printed polar fleece
Zippered chest pocket
Elastic bungee cinch closure at waistband
Adventure Division logo labels";[Main Fabric] 70% Recycled Polyester, 30% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A411507-BK1;253;billabong;24A411507;Boundary - Half Zip Mock Neck Fleece for Men;"__Fabric:__ 300 g/m2 printed polar fleece
Zippered chest pocket
Elastic bungee cinch closure at waistband
Adventure Division logo labels";[Main Fabric] 70% Recycled Polyester, 30% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A411507-NVY;253;billabong;24A411507;Boundary - Half Zip Mock Neck Fleece for Men;"__Fabric:__ 300 g/m2 printed polar fleece
Zippered chest pocket
Elastic bungee cinch closure at waistband
Adventure Division logo labels";[Main Fabric] 70% Recycled Polyester, 30% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A411507-SIB;253;billabong;24A411507;Boundary - Half Zip Mock Neck Fleece for Men;"__Fabric:__ 300 g/m2 printed polar fleece
Zippered chest pocket
Elastic bungee cinch closure at waistband
Adventure Division logo labels";[Main Fabric] 70% Recycled Polyester, 30% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A413503-DUP;253;billabong;24A413503;Boundary Blocked - Half Zip Mock Neck Fleece for Men;"Polar fleece
Contrast ripstop at top yoke
Elastic bungee cinch closure at waistband
Adventure Division logo labels";[Main Fabric] 100% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A413503-SAN;253;billabong;24A413503;Boundary Blocked - Half Zip Mock Neck Fleece for Men;"Polar fleece
Contrast ripstop at top yoke
Elastic bungee cinch closure at waistband
Adventure Division logo labels";[Main Fabric] 100% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A413504-SAE;253;billabong;24A413504;Bad Dog 3/4 - Half Zip Mock Neck Fleece for Men;"__Fabric:__ 300 g/m2 printed polar fleece
Zippered chest pocket
Elastic bungee cinch closure at waistband
Adventure Division logo labels";[Main Fabric] 80% Cotton, 20% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A413505-GRM;253;billabong;24A413505;Legacy Po - Sweatshirt for Men;"Part of the Spec73 collection
__Fabric:__ Heavyweight cotton-poly blend
Cut and sew with piping details
Branding on chest and sleeves";[Main Fabric] 80% Cotton, 20% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A481502-GRH;253;billabong;24A481502;Boundary Lite Zip - Zip Fleece for Men;"__Fabric:__ 240 g/m2 polar fleece
Contrast ripstop at top yoke and hood
Woven wave pattern jacquard tape at chest
Elastic bungee cinch closure at waistband
Front hand pockets
Adventure Division logo labels";[Main Fabric] 75% Recycled Polyester 25% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
24A481502-SSB;253;billabong;24A481502;Boundary Lite Zip - Zip Fleece for Men;"__Fabric:__ 240 g/m2 polar fleece
Contrast ripstop at top yoke and hood
Woven wave pattern jacquard tape at chest
Elastic bungee cinch closure at waistband
Front hand pockets
Adventure Division logo labels";[Main Fabric] 75% Recycled Polyester 25% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00143-BMR0;253;billabong;EBYFT00143;Space Lobster - Half Zip Jumper for Men;"__Fabric:__ Recycled polyester blend polar fleece and cotton corduroy
__Details:__ Vertical side pocket
Cut and sew panels with contrast cord fabric at chest shoulders and sleeves
Woven patch at left chest
Vintage style taping detail across the middle";[Main Fabric] 70% Recycled Polyester, 30% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00143-WBL;253;billabong;EBYFT00143;Space Lobster - Half Zip Jumper for Men;"__Fabric:__ Recycled polyester blend polar fleece and cotton corduroy
__Details:__ Vertical side pocket
Cut and sew panels with contrast cord fabric at chest shoulders and sleeves
Woven patch at left chest
Vintage style taping detail across the middle";[Main Fabric] 70% Recycled Polyester, 30% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00144-DES;253;billabong;EBYFT00144;Boundary Re-Issue - Half Zip Mock Neck Pullover for Men;"__Fabric:__ 300 g/m2 printed polar fleece
__Details:__ Contrast ripstop top yoke
Logo screen print at chest and back neck
Elastic bungee cinch closure at waistband
Adventure Division logo labels";[Main Fabric] 70% Recycled Polyester, 30% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00144-MUL;253;billabong;EBYFT00144;Boundary Re-Issue - Half Zip Mock Neck Pullover for Men;"__Fabric:__ 300 g/m2 printed polar fleece
__Details:__ Contrast ripstop top yoke
Logo screen print at chest and back neck
Elastic bungee cinch closure at waistband
Adventure Division logo labels";[Main Fabric] 70% Recycled Polyester, 30% Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00145-CSR0;253;billabong;EBYFT00145;Furnace Flannel - Furnace Fleece Top With Mechanical Stretch for Men;"__Details:__ Chest pocket
A/Div signature trims";[Main Fabric] 100% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00145-MUL;253;billabong;EBYFT00145;Furnace Flannel - Furnace Fleece Top With Mechanical Stretch for Men;"__Details:__ Chest pocket
A/Div signature trims";[Main Fabric] 100% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00145-NVY;253;billabong;EBYFT00145;Furnace Flannel - Furnace Fleece Top With Mechanical Stretch for Men;"__Details:__ Chest pocket
A/Div signature trims";[Main Fabric] 100% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00146-BLK;253;billabong;EBYFT00146;Arch Cr - Crew Sweatshirt for Men;"__Fabric:__ 280 g/m2 double dye fleece made of cotton and recycled polyester
__Details:__ Brushed iner face
Billabong Arch logo embroidery at chest
Woven label";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00146-BMR0;253;billabong;EBYFT00146;Arch Cr - Crew Sweatshirt for Men;"__Fabric:__ 280 g/m2 double dye fleece made of cotton and recycled polyester
__Details:__ Brushed iner face
Billabong Arch logo embroidery at chest
Woven label";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00146-CSR0;253;billabong;EBYFT00146;Arch Cr - Crew Sweatshirt for Men;"__Fabric:__ 280 g/m2 double dye fleece made of cotton and recycled polyester
__Details:__ Brushed iner face
Billabong Arch logo embroidery at chest
Woven label";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00146-KRQ0;253;billabong;EBYFT00146;Arch Cr - Crew Sweatshirt for Men;"__Fabric:__ 280 g/m2 double dye fleece made of cotton and recycled polyester
__Details:__ Brushed iner face
Billabong Arch logo embroidery at chest
Woven label";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00146-OAH;253;billabong;EBYFT00146;Arch Cr - Crew Sweatshirt for Men;"__Fabric:__ 280 g/m2 double dye fleece made of cotton and recycled polyester
__Details:__ Brushed iner face
Billabong Arch logo embroidery at chest
Woven label";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00147-BLK;253;billabong;EBYFT00147;Arch Po - Pullover Sweatshirt for Men;"__Fabric:__ 280 g/m2 double dye fleece made of cotton and recycled polyester
__Details:__ Brushed iner face
Billabong Arch logo embroidery at chest
Woven label";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
EBYFT00147-CSR0;253;billabong;EBYFT00147;Arch Po - Pullover Sweatshirt for Men;"__Fabric:__ 280 g/m2 double dye fleece made of cotton and recycled polyester
__Details:__ Brushed iner face
Billabong Arch logo embroidery at chest
Woven label";[Main Fabric] 55% Cotton, 25% Recycled Cotton, 20% Recycled Polyester;Men;Apparel;Outer Layer;Fleece Top;NEW;false;;
